0.23837140816473923,8.140741719910082,+
0.13572773762801804,5.588482557919981,-
8.426816026538116,5.042149658901767,+
7.195573762777629,0.9660531096018106,-
9.725356841064057,9.177560911615808,-
10.0,5.621459175833997,+
1.5073858596851075,1.8019041016049053,+
1.6893968458418047,2.8953598208098428,-
3.0266298358820887,0.16995597211139524,+
3.965619678216257,0.32961691704522955,-
0.7293131612740411,9.610474178928051,+
1.143714735828907,10.0,-
7.657923306327513,6.309100190667861,+
10.0,7.051603724633358,-
7.6623460692227905,2.4402362638487842,+
8.736116190101466,4.036673405717216,-
1.8256215980595492,7.005153158325586,+
3.3045724358105377,10.0,-
5.664776956734354,7.311083625602776,+
10.0,10.0,-
2.801299277263386,2.7412983311036268,-
0.1725293932753032,3.260527597957414,+
6.299126811748078,8.530524719634316,+
2.9458848189928197,1.9271442843378555,-
7.026634401769369,3.5680604022998352,-
10.0,2.034416592232268,+
9.921157980686854,4.376487108475572,-
10.0,3.3607696543106247,+
6.930564207637346,4.510789151458065,-
4.584677462767283,6.889884256084174,+
1.358107945401339,5.7312268502661485,+
2.4438062056876766,6.896370499010711,-
0.15012407144246565,7.875242840005031,-
0.009878431730434654,10.0,+
3.410882658504828,7.2881413927144765,-
0.9638366043001668,8.5236159116928,+
2.116896194985479,0.1327846758019502,-
3.9401445313099037,0.08877737356744905,+
6.386751099926019,5.598029817476977,+
8.139562016908124,10.0,-
7.25515975023405,6.021641538247692,+
6.602935108548144,3.53532675505972,-
1.5054321962325745,6.880752097298278,+
2.942484497421546,10.0,-
3.087881953574134,9.325025462547682,+
1.7514448272990892,6.1692167611575375,-
3.27241450689307,5.5156538335802106,+
1.17638821459032,2.0390441438854396,-
9.67710573546907,4.1044363632823275,+
9.022607188219048,2.6269324149683153,-
6.608252911328462,8.851617195431398,-
0.031518819123847734,10.0,+
4.486063332178918,2.1090083689959958,+
4.854202144197093,2.402269728742122,-
3.062647351054256,4.87952586181189,-
3.590374691543557,4.17071229914721,+
5.083895956225022,3.517634278722924,+
7.337159640286,5.115178698304539,-
4.005823756115015,6.550119565832247,-
5.387882298432586,1.2042179629806025,+
3.0803851885795988,3.6440561951440085,+
0.5481291077852442,3.4307381429673804,-
0.8658818854543915,2.949671963248137,+
0.8681953356688091,5.739804584232981,-
9.591921548832191,4.697573946648043,+
10.0,8.159582511585175,-
8.453277694221503,6.481701879978864,+
10.0,6.708900476983025,-
5.48507932026434,6.04257972499855,+
6.058567608750976,10.0,-
5.532287263953517,5.740228315306605,+
9.030708149668063,7.2446672459238295,-
6.456207711092664,6.523925422182259,+
10.0,7.260416565047669,-
2.558750644335359,5.668692188083836,+
1.105542804108312,2.8204591858459067,-
4.176369019918001,4.551806082836551,-
1.2564544413555068,6.901229500905581,+
2.389733523503883,3.241500932924927,+
1.5469529047820527,1.533744186468754,-
3.657204489304191,8.268078858161946,+
3.6263620391373257,4.177035974739424,-
4.174820875557326,5.75196410750681,+
2.1389264593431636,2.8126686175336904,-
4.509933812960042,9.85964451201057,+
6.861278032185112,10.0,-
5.320545014426459,2.506221510602021,+
8.733479922688051,4.44945011444499,-
1.53584382530366,3.079852000788975,+
2.482007329153231,3.7323205526076593,-
1.2739628207065667,1.187634220420003,+
0.9224539381028257,0.14699697055934324,-
5.3774468301214275,3.7654088001840846,+
4.65268736105065,0.24327799549386134,-
9.56478256121692,5.777259435514084,+
7.97659655285937,2.5062350374909204,-
9.58425126272926,6.316682573429553,+
8.569827656469235,1.3823074763767444,-
6.624866872455683,6.224999101521792,+
6.509969226661338,6.175420346569441,-
9.537958862158503,3.9227157877707763,-
2.563609952457225,4.756246324658031,+
0.24768806286774026,8.731051328115672,+
0.4790608527012056,10.0,-
7.5370909745203445,4.688017050089435,+
8.655617449488414,7.1460492208224276,-
0.6269088650077326,1.1231667971743675,+
0.11406281744342102,1.0467739747955822,-
6.2256200242496496,0.903793499536788,+
10.0,1.2591353445239284,-
1.9788357366940346,8.464833098531848,-
1.4973950843761767,10.0,+
6.97973860562869,1.3523502707669566,+
10.0,2.51135728158269,-
3.943489678184122,5.523189902962323,-
2.004799832293196,9.773287189865878,+
2.0480434613809075,2.4179982006287304,+
1.0704360983531898,1.107175803259617,-
8.242413364559727,1.5445721933640033,+
3.8368413683420406,0.921405665470161,-
9.699330596329874,4.918580651866899,-
1.3680051452290576,8.019893907233383,+
4.041991812063079,2.6486026405944827,+
5.8180394132866615,4.491400803223066,-
2.7463803361795955,9.636428254641103,+
2.7076665976498333,8.126639777876631,-
6.853066266399174,7.892483270913288,+
7.2942749189647,10.0,-
2.980366688017785,0.6492990356434081,+
5.5383423866397905,1.1345632244858543,-
4.1178477950471715,2.0622630069884718,+
1.226438135550493,0.4735698328440941,-
8.82068738565149,3.2625614839149253,+
10.0,4.207922172747896,-
5.647177880033656,4.260304106118888,+
4.595658212870172,3.207696955486322,-
0.8707001443110185,5.282375667216503,+
1.0582641273780076,10.0,-
4.772745994274472,2.000061975494031,-
3.8240975312337464,3.1922688326166857,+
0.2538600201241459,5.467169625454469,+
0.13149690281270127,2.308822070095821,-
3.085127471615039,1.51727555720776,+
4.083726713185224,2.414056966758999,-
8.49221369832427,0.3211038777763231,+
10.0,0.5110556525584788,-
4.147938549564011,4.4776542748107575,-
6.613669288896716,2.579344866637335,+
4.381207456948415,7.65211753034837,+
7.382231453789708,10.0,-
5.063286460535678,0.4568916306781001,+
7.652168323575402,0.8704554039215782,-
4.806111894076438,5.2049809422871665,+
6.012563826505727,9.751805437636888,-
6.109448743961377,6.083189212609621,+
6.204651890882999,10.0,-
6.570279795449457,3.5961208969088796,-
0.9615463534046091,4.959121122271564,+
6.3556603981030815,0.3170650963702415,-
5.803155034660492,0.5187348688293648,+
7.4557719292617275,7.789941111941311,+
10.0,10.0,-
6.566196132627207,2.9466428291553792,+
3.9128008081561676,0.5102108764696688,-
3.212791395496537,7.8390178079469965,-
4.408465124117099,6.641394099146811,+
1.0376829579088043,5.890953199361032,+
0.9041085830374169,5.7926134033985415,-
5.7125025883754885,3.5827864117276578,+
2.54034335022848,0.44785777520461123,-
3.0198687108294706,7.740782030775403,+
1.5437848451981502,5.572637389974043,-
7.629077486218106,2.118761502494211,+
3.9886687620398567,0.5452294254044933,-
4.268155460897816,1.629908356490537,+
3.3987900678712233,0.07154564782810664,-
9.204044952565287,1.7361165586139227,+
10.0,2.2025526472050743,-
8.353969697972355,7.22086269123043,-
9.099630955750731,2.9114588657101277,+
5.767454559302143,4.062622331046878,-
6.503832037771594,1.5594645008862633,+
2.2902580283365737,8.552379296889733,+
3.096655416707417,10.0,-
9.62483853277057,4.284319323540526,+
4.290119368266768,0.5991306484793478,-
