9.834085297212834,3.4296221695255236,+
8.653000041996176,2.1120178252134467,-
6.455263096733716,7.97032995959892,+
10.0,10.0,-
5.42027065204223,4.248245813905092,+
9.388281647048432,6.888190466235124,-
1.9884221607755548,4.713235388007492,+
0.7178210655870909,8.419356697965522,-
3.740033103645194,6.757702663841727,-
7.354585531167726,0.49092279031434916,+
5.325598510731861,9.36439210150511,+
0.6694741721650773,7.398119725540656,-
3.9064680374254945,9.374756143992549,+
6.7812048192449215,10.0,-
4.985376153721815,5.889008717760827,-
5.797789651279681,0.38389263830312254,+
5.391750929028176,6.335262529020705,-
6.349677070727111,1.4919195003809846,+
5.387285607117603,4.50761117875408,+
4.084626128203401,8.062465126675775,-
9.04499568268083,5.717357558893211,+
10.0,8.775674157836468,-
1.3308185095859681,7.924576320867799,+
2.3125696990097517,10.0,-
6.691185124586719,7.137173813353006,+
2.1743494840964317,0.2547629354480458,-
5.3658995375587715,8.303076702530877,+
6.234754139868774,10.0,-
8.087406594939985,0.8365541101845886,+
10.0,1.5511719398218067,-
4.078290151479339,0.2294256940033279,-
6.395332908272702,0.0020088667576714384,+
5.660590848171781,0.8866505154030158,-
6.251912697253227,0.3455081060366094,+
7.145826128497373,2.571587980696873,+
4.771907306585337,1.080008880434301,-
8.267489140007891,6.223988463334332,+
10.0,7.062209947773391,-
3.540385698862597,4.092853558479935,+
2.005037610125173,1.3588549996434633,-
1.1258740904429443,7.548608403935817,-
2.1791862044606902,3.3847857304523155,+
4.66389575276703,3.604402512838342,+
0.9298394988242147,4.909730385985048,-
2.9461500480030676,2.868528522487116,+
4.745157203016819,2.9265504742549635,-
6.682760553939065,7.898883583302033,+
4.452474113517652,4.997015449687243,-
3.973108024965498,6.288419462391932,+
1.9673971747050292,1.6012958834994167,-
3.417499718125069,5.57328352354781,+
3.0460630459889075,3.877103402994974,-
7.669925448946687,2.7914120406478213,+
8.300213031308664,4.160226728040347,-
9.393226087192323,2.144858814313194,+
5.160068678389034,1.7488624984664123,-
2.169753906553092,9.084903672110379,+
1.4236106424866832,10.0,-
8.766289736244339,8.889472589003175,+
10.0,10.0,-
7.2525546556851985,3.35332839015558,-
5.698404651880999,5.20020744466576,+
0.6520278509432531,9.042446202835368,+
0.7773770661935177,10.0,-
0.8448381963432317,9.12414194918683,+
0.9137432545031856,10.0,-
2.1655362918375474,7.0842318808371365,+
0.1624676541255641,5.272023431056922,-
7.389384925931398,7.686017112942523,+
2.1531909927868,1.4350584152524644,-
1.896222698034945,0.9461608494113338,+
2.2062874572166575,1.8450134035769323,-
1.8833773815616373,1.7309946227284345,+
3.489093686574581,3.075227728780663,-
7.157375080320879,5.518056250122761,+
4.990855379812855,3.1138259042084324,-
6.047406282020154,5.465709563334218,+
0.49903886049367474,3.5162720136748606,-
7.491988006909921,3.023008981279194,+
5.106539014981897,0.9765665274540251,-
7.504332381136294,6.545870783236049,+
3.785088604756962,3.429662341742076,-
0.12510714773324771,7.214983798840216,+
0.21187827729370595,5.190926536526048,-
5.249159285746302,0.20009399718215026,+
8.113427375681532,0.26420794915691415,-
2.932787840334278,7.863793662131656,+
4.053544796812107,10.0,-
